106675816,142854,244590,18572,142890,244657,18573,142946,244642,18573,508,84396795031127211,864691136041487043,84467163775312026,864691135568681196
58059862,120492,136916,15377,120527,136988,15374,120494,136946,15368,9516,81356507538572374,864691134686377805,81356507538560968,864691136117004196
334196813,281168,190270,25546,281134,190266,25552,281088,190226,25551,2500,103459441311512485,864691136915328110,103389072567345977,864691135885111664
107325722,150414,117194,16963,150430,117218,16963,150450,117248,16960,12444,85435214842683790,864691136352199039,85435214842672897,864691137021063022
504197277,400116,134684,23797,400054,134646,23794,400004,134706,23786,5132,119777499336109711,864691135369918348,119777499336092788,864691135559552342
221337505,213692,105712,22587,213734,105764,22595,213698,105780,22591,13412,94159428030403803,864691135654208866,94159428030414626,864691135455792234
418100595,331350,99642,18183,331362,99632,18179,331362,99584,18180,5132,110343413953801999,864691135606272302,110343413953801875,864691135645673199
404648211,326574,117304,19642,326635,117344,19638,326574,117426,19637,6916,109642063175463918,864691135698389000,109642063175459395,864691134240471483
328132365,276746,235448,15477,276784,235508,15476,276818,235544,15475,2984,102832168652386172,864691135599582669,102832168652387224,864691136690850140
79055260,120172,144160,18228,120130,144257,18223,120082,144246,18224,7628,81287101202983385,864691135376329790,81287101202973335,864691136989989525
409782118,331004,119014,18704,331068,118992,18712,330950,119040,18704,348,110275656616868365,864691136699340797,110275656616866402,864691135645673199
412890327,327502,118344,16577,327512,118404,16572,327498,118404,16570,2728,109782937700132086,864691135681960340,109782937700131253,864691135645673199
80471562,133906,103912,16488,133852,103927,16481,133798,103938,16480,4056,83181628255525509,864691135214028088,83181628255515816,864691136117004196
38425358,105952,136736,18875,105908,136706,18875,105866,136656,18874,1832,79315745641064344,864691135102816666,79315745641066951,864691136989989525
78504058,134454,99978,21055,134436,99962,21050,134426,99944,21058,3420,83251447847824207,864691135210681767,83251447847828048,864691137021063022
427537359,339202,123752,18044,339156,123710,18041,339098,123650,18035,972,111402174931718220,864691136223174590,111402174931702848,864691135645673199
116251061,152196,217046,19702,152141,217072,19703,152208,217166,19708,20180,85730090453063794,864691136198513386,85730090453061853,864691135568681196
385482525,310618,199572,22016,310650,199562,22014,310628,199512,22007,3980,107471696210493937,864691134084536141,107471696210508003,864691135885111664
374596328,305138,179724,24821,305213,179749,24817,305108,179746,24813,5056,106694960367325810,864691135565343831,106694960367310990,864691135885111664
94523468,142186,215936,18604,142170,216016,18610,142162,216052,18611,1584,84322577996260159,864691136596405666,84322577996265061,864691135568681196
408993242,323856,183834,24761,323894,183864,24758,323908,183802,24755,13796,109299153657630935,864691136901572718,109299153657636734,864691135885111664
77153405,134048,149492,18341,133998,149500,18341,134034,149448,18350,12812,83187744490639872,864691135637358034,83187744490649293,864691136989989525
56784287,121544,118634,19253,121596,118743,19254,121530,118776,19250,5116,81494771595846636,864691133889352791,81494771595845156,864691137021063022
404453149,325538,128106,19137,325482,128098,19138,325410,128076,19138,2628,109502768729019049,864691132529849128,109502768729020528,864691135645673199
63171010,125140,102586,18946,125164,102604,18945,125144,102658,18948,6312,81985153781505771,864691135137110074,81985222500974156,864691136117004196
350869195,291146,180420,24576,291090,180426,24575,291074,180474,24575,3636,104795072927218921,864691135134601915,104795141646698776,864691135885111664
102600005,144878,125060,18219,144884,125076,18217,144832,125120,18211,1336,84662189583341139,864691136728139748,84662189583338887,864691137021063022
269999289,243304,109656,22505,243258,109626,22499,243312,109618,22495,4440,98241296162437748,864691135580744771,98241296162432312,864691135455792234
438830452,343422,121578,19820,343488,121564,19818,343556,121548,19816,1932,111964850208807624,864691136238005694,111964850208807642,864691135645673199
106745791,145612,241694,18788,145676,241720,18795,145684,241722,18797,7980,84818595179534699,864691136331198430,84818595179545957,864691135568681196
78535638,132590,115626,17159,132542,115660,17156,132588,115690,17152,2412,82972102638225994,864691135643990609,82972102638216174,864691137021063022
56991849,120524,104966,16007,120546,104986,16012,120560,104988,16019,4500,81352178278767855,864691136313587351,81352178278779244,864691137021063022
101692959,145666,125394,18115,145632,125412,18121,145676,125392,18122,1136,84802995791066417,864691136808828132,84802995791070672,864691137021063022
65123049,124492,124784,19000,124500,124794,19003,124502,124764,19003,2528,81917808694360774,864691136341386647,81917808694365246,864691137021063022
380569473,306838,182680,23412,306817,182715,23407,306764,182618,23404,1460,106976847459741810,864691136765443438,106976847459727810,864691135885111664
89380118,135990,113598,18490,135832,113590,18492,135988,113614,18504,412,83464409170688884,864691136268921751,83464409170703709,864691137021063022
62420143,126198,147580,20003,126128,147542,19995,126086,147486,19993,9524,82131938718068877,864691135538652274,82131938718052248,864691136989989525
417965068,333068,134812,18827,333080,134833,18823,333098,134844,18823,652,110559193178006944,864691135631346483,110559193177987830,864691135645673199
365234945,300402,158902,26422,300430,158938,26427,300364,158878,26431,22928,106058824372589443,864691136207406780,106058824372598591,864691135885111664
348373221,287874,186736,25045,287882,186802,25053,287886,186860,25049,5012,104373753882379365,864691134185863596,104373753882383172,864691135885111664
441666225,346924,119180,20209,346966,119180,20205,346962,119212,20205,3464,112457087887635728,864691135877084755,112457087887634108,864691135645673199
426035938,336944,131180,17701,336942,131186,17703,336918,131210,17702,8228,111121661960767364,864691135922229251,111051293216582924,864691135645673199
400226801,321582,125364,18241,321556,125422,18250,321566,125430,18253,8468,109009843788320578,864691136695686653,108939475044157243,864691135645673199
380355657,308788,183612,23591,308782,183584,23597,308772,183552,23601,1936,107258459942105779,864691134917133602,107258459942119990,864691135885111664
370981498,303880,183762,25254,303908,183690,25259,303888,183678,25266,312,106554772701818883,864691136916423534,106554772701833118,864691135885111664
372765134,305598,151512,24974,305536,151506,24978,305542,151438,24975,12364,106761549540423497,864691134202314161,106761549540429189,864691135885111664
228577205,219188,116074,23169,219220,116000,23164,219168,115988,23166,2012,94934858673073177,864691135996972168,94864489928894688,864691135455792234
239429369,226858,94194,24005,226882,94168,24003,226832,94190,24002,344,95987434965694628,864691135750342248,95917066221521249,864691135455792234
438499248,345184,114766,18476,345220,114782,18477,345232,114820,18480,38880,112245362978289272,864691135059862171,112245362978288308,864691135645673199
92838754,136566,231000,20309,136594,231048,20308,136616,231044,20309,4328,83550514876653833,864691135595074367,83550514876653863,864691135568681196
58449478,118354,107700,19058,118360,107626,19055,118412,107660,19048,23072,81071047302087154,864691136745114084,81071047302077062,864691136989989525
281063406,251380,77750,26664,251390,77760,26662,251348,77774,26660,2580,99292567320996785,864691135785944721,99292567320991567,864691135455792234
373966817,303620,192904,24197,303658,192958,24201,303680,192972,24200,8320,106485640773962338,864691135539135986,106556009518140488,864691135885111664
65536237,122400,127794,19318,122338,127760,19311,122334,127732,19310,696,81566377290675991,864691135386928905,81566377290677058,864691137021063022
110528015,148294,102874,16040,148320,102876,16040,148346,102866,16040,904,85151815586518694,864691133555001721,85151815586517656,864691136117004196
438827498,343882,128564,19938,343842,128564,19944,343794,128590,19944,3356,112036112306330463,864691136695204093,112036112306343474,864691135645673199
424259773,336874,124664,18892,336904,124738,18887,336966,124790,18891,1460,111050468717286196,864691135920940803,111120837461447954,864691135645673199
434158950,341926,102264,18645,341876,102331,18638,341920,102318,18640,13816,111751132501776031,864691133571436295,111751132501774943,864691135645673199
423702255,336146,100458,16699,336102,100442,16696,336036,100518,16691,13032,110976801169589364,864691135673315080,110976801169578686,864691135645673199
109437496,148732,115916,18622,148682,115872,18623,148682,115800,18627,8984,85223971372656316,864691135566942589,85223902653176325,864691137021063022
369644908,305042,135326,25056,305026,135254,25052,304998,135238,25052,2568,106688981773082756,864691135465322155,106688981773075143,864691135885111664
79834468,132950,136326,16518,132953,136321,16519,132968,136366,16524,972,83045220094213324,864691135383275529,83045220094222057,864691136117004196
241636454,225688,90802,22104,225690,90882,22098,225696,90900,22096,4244,95775847495095639,864691135142515841,95775916214565464,864691135455792234
105042966,145460,235060,19488,145408,235034,19489,145352,235056,19492,4768,84817701960226682,864691135599217471,84747333216038753,864691135568681196
44203798,111966,140674,18517,111972,140672,18522,111938,140604,18518,11528,80160720326614711,864691135602244356,80160720326620918,864691136989989525
89748594,138368,196098,18333,138342,196087,18339,138300,196014,18348,1512,83827316660582010,864691136810697070,83827316660597173,864691135568681196
58578072,121970,131680,18462,121964,131726,18464,122012,131722,18468,3772,81566858259541710,864691136290222231,81566858259542870,864691136989989525
64090225,124422,142710,16234,124402,142666,16233,124342,142638,16229,1856,81849844729526089,864691136320618135,81849844729524504,864691136989989525
399202221,320220,89848,19130,320184,89844,19125,320142,89822,19123,3580,108793996045941935,864691135129823914,108793996045938035,864691135645673199
105555473,143530,220642,18709,143538,220688,18717,143558,220734,18718,1532,84534302704217183,864691135446955506,84534302704229452,864691135568681196
80482434,132260,109282,15221,132240,109224,15222,132214,109154,15228,7852,82971277736152099,864691135742684852,82971209016694052,864691136117004196
215792430,210054,100144,22426,209991,100114,22434,210010,100044,22436,6180,93666090840164895,864691135845791796,93666090840168195,864691135455792234
95399165,138690,130812,16462,138708,130842,16461,138712,130838,16462,1332,83818589085345291,864691135224217864,83818589085354420,864691136117004196
424001393,336730,105896,19860,336780,105908,19861,336838,105916,19855,6020,111047926230829645,864691135603020078,111047926230815093,864691135645673199
50136714,117080,99074,14975,117038,99028,14981,117014,99054,14980,5084,80858841021028292,864691136327209367,80858841021027189,864691137021063022
194132895,198244,113832,23077,198252,113848,23076,198226,113870,23079,1504,92049396564300148,864691136655714527,92049465283787096,864691135455792234
85944272,135376,137562,15896,135455,137662,15884,135472,137690,15891,30976,83397269906336389,864691135105595236,83397269906329800,864691136117004196
417169156,333490,116934,20916,333502,116942,20915,333526,116946,20918,3236,110627157009015547,864691135925317635,110627225728446720,864691135645673199
92923524,140430,112574,15377,140436,112584,15370,140462,112544,15366,11848,84097590026627246,864691135298046347,84097590026625319,864691136117004196
58177490,118936,141428,17459,118962,141450,17461,118892,141434,17466,772,81145951330337359,864691135807489617,81145951330343349,864691136989989525
367018144,298496,176206,26075,298512,176236,26073,298500,176300,26069,6796,105779685791122812,864691135342006705,105779685791118484,864691135885111664
428216285,337120,126930,20612,337090,126950,20613,337020,127010,20613,36920,111121112607437184,864691136691983101,111121112607446409,864691135645673199
63564354,122682,99996,17987,122652,100026,17981,122650,100028,17981,4504,81632966329080472,864691135547263262,81632966329073443,864691136989989525
63663519,123592,95000,21618,123650,94940,21619,123626,94926,21624,2032,81773085811938447,864691134739380734,81773085811943064,864691137021063022
370304993,304686,168668,24715,304618,168650,24711,304616,168612,24702,6652,106693517258189638,864691135005101913,106623079794545661,864691135885111664
58402916,119768,132032,17161,119846,132052,17154,119788,132014,17157,48696,81215083057060705,864691136018574673,81215083057055146,864691136989989525
421060696,333738,122760,19567,333816,122756,19561,333816,122774,19568,5088,110627981508104496,864691136697888509,110627981508105990,864691135645673199
405018439,326286,161134,24973,326284,161094,24974,326256,161096,24967,4416,109647973721803981,864691135479701700,109647973721799059,864691135885111664
504197602,400426,134616,23810,400382,134588,23809,400320,134590,23807,11824,119847868080305440,864691135361774220,119777499336114336,864691135559552342
395091530,318188,176392,24960,318140,176420,24965,318114,176464,24965,1768,108524135399251742,864691134559996640,108524135399257387,864691135885111664
355103526,292140,236604,16917,292126,236588,16916,292130,236586,16921,4468,104943368617917768,864691136801066606,104943368617919896,864691136690850140
235321079,221620,118278,22949,221608,118314,22946,221626,118364,22944,1572,95216608460921983,864691135408309819,95216608460911506,864691135455792234
360496265,294726,178570,25759,294688,178568,25761,294642,178494,25765,5332,105287448178942555,864691135634278084,105287448178944718,864691135885111664
72850927,127624,131132,15063,127620,131090,15058,127678,131084,15060,3480,82340845256391266,864691134149280026,82340845256392185,864691136117004196
65411142,122512,141278,18175,122540,141270,18178,122460,141342,18169,892,81638532606942835,864691135958096465,81638532606931869,864691136989989525
96779884,139380,205336,18488,139403,205333,18492,139342,205362,18493,3724,83969291166249599,864691135449769458,83969291166252567,864691135568681196
377654675,309070,169330,27392,309058,169380,27390,308984,169438,27392,4424,107256536266766875,864691135488105924,107256536266771786,864691135885111664
386866676,314544,178038,25133,314590,178016,25131,314618,177998,25129,18972,108031760415176264,864691136593562274,108031760415165058,864691135885111664
87334185,134742,131070,17842,134706,130998,17842,134760,130948,17840,21140,83326008010688847,864691136465229284,83326008010690778,864691136989989525
229195903,219450,98570,22440,219376,98536,22440,219306,98538,22439,22224,94932522076982405,864691135380698352,94932522076981222,864691135455792234
228574525,218014,114986,23233,218092,115018,23239,218048,115052,23242,2076,94723615001658202,864691136681627254,94723615001677958,864691135455792234
80434508,134278,106154,17323,134306,106110,17322,134288,106098,17321,9188,83252271945061472,864691135214138791,83252271945060391,864691137021063022
123029250,156904,133986,16402,156964,133966,16399,157018,133960,16399,8408,86352276192539338,864691135046355281,86352276192537467,864691136117004196
90274757,136414,130538,17156,136464,130610,17158,136542,130654,17163,20468,83537045456475406,864691135104650084,83537045456479034,864691136117004196
242253195,226382,121140,21854,226366,121156,21851,226370,121156,21842,12160,95920708085260293,864691135192417401,95920708085252104,864691135455792234
32408325,105084,142860,18458,105122,142840,18464,105164,142846,18466,7908,79246201530154416,864691135137912249,79246201530164849,864691136989989525
353168010,293898,183112,24948,293946,183114,24942,293980,183158,24950,588,105147329031862381,864691135531968754,105217697776059434,864691135885111664
401622563,322006,182508,24834,322048,182553,24836,322104,182538,24832,13232,109017541242055633,864691135634904150,109087909986239491,864691135885111664
250537403,231430,95592,22318,231376,95604,22317,231360,95654,22310,3988,96550590876041982,864691134809914839,96550590876037118,864691135455792234
347104372,287654,180126,24463,287682,180204,24465,287602,180226,24472,704,104302491717812688,864691135453209516,104302491717824241,864691135885111664
353066331,292618,176698,26534,292612,176646,26537,292606,176630,26537,2516,105005698391718961,864691135306438720,105005698391718052,864691135885111664
361160589,298390,234028,16927,298360,233986,16929,298392,233948,16932,8880,105787449950662570,864691136092934279,105787449950670994,864691136690850140
205253862,205496,105744,24651,205518,105812,24643,205568,105762,24639,15796,93033528392001466,864691135460597003,93033528391996552,864691135455792234
392250870,315554,180426,24749,315608,180400,24743,315644,180344,24738,7820,108172841433919823,864691135927261652,108172772714430175,864691135885111664
87473593,135104,131350,15651,135098,131280,15652,135160,131202,15660,7616,83326076461601294,864691135847903569,83326007742130358,864691136117004196
354171058,290892,177168,26851,290888,177100,26852,290952,177110,26850,12556,104794660945555791,864691135579263621,104794660945551108,864691135885111664
73447530,128606,142622,17169,128558,142552,17161,128574,142622,17162,400,82483163561275384,864691135377536318,82483163561267496,864691136117004196
374544591,303108,179692,24699,303054,179752,24693,303004,179760,24695,16468,106413485390439705,864691135943504648,106413485390436471,864691135885111664
93085528,140904,130088,15254,140926,130120,15252,140870,130192,15254,428,84170295166271353,864691135237153898,84170295166287572,864691136117004196
59018617,122152,145494,19391,122114,145502,19390,122106,145496,19393,4328,81568713752939806,864691135223630859,81568713752941721,864691136989989525
64827449,123956,127486,16730,123980,127464,16727,124046,127518,16727,35712,81847783212359873,864691136331523479,81847783212353192,864691136117004196
32407426,103584,143390,18482,103525,143320,18481,103482,143320,18485,11656,79035164017126361,864691135468347833,79035164017133895,864691136989989525
